Concurso,Data,Local,Estimativa Proximo Concurso,Vencedor 15,Vencedor 14,Vencedor 13,Vencedor 12,Vencedor 11,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15
1284,13/11/2015,CAMINH�O DA SORTE EM MANACAPURU-AM,1700000,8,1162,24794,233378,1040955,2,4,5,7,8,10,11,13,16,17,18,20,22,23,25
1283,11/11/2015,CAMINH�O DA SORTE EM MANACAPURU-AM,1700000,1,266,10748,172498,916702,2,6,7,8,9,10,11,12,13,15,16,17,18,22,23
1282,09/11/2015,CAMINH�O DA SORTE EM MANACAPURU-AM,1700000,1,325,12960,156471,867838,5,6,7,9,10,11,12,14,17,19,20,21,22,23,25
1281,06/11/2015,CAMINH�O DA SORTE EM PRESIDENTE FIGUEIREDO-AM,1700000,3,574,18293,211250,1095099,1,3,5,6,8,9,12,13,15,19,21,22,23,24,25
1280,04/11/2015,CAMINH�O DA SORTE EM PRESIDENTE FIGUEIREDO-AM,1700000,3,732,22053,185161,788629,1,3,4,5,7,9,11,14,15,17,19,22,23,24,25
1279,03/11/2015,CAMINH�O DA SORTE EM PRESIDENTE FIGUEIREDO-AM,1700000,2,602,16860,166190,815035,1,3,4,7,8,9,11,12,13,14,16,18,19,21,23
1278,30/10/2015,CAMINH�O DA SORTE EM UBATUBA-SP,1700000,2,235,10251,147529,825699,4,6,7,9,10,12,15,16,17,18,19,20,21,22,24
1277,28/10/2015,CAMINH�O DA SORTE EM UBATUBA-SP,1700000,3,436,14412,161841,889803,1,2,3,4,6,9,10,12,13,15,17,18,21,22,25
1276,26/10/2015,CAMINH�O DA SORTE EM UBATUBA-SP,1700000,6,700,17743,178183,873576,1,3,5,7,10,12,14,15,16,18,19,21,22,23,24
1275,23/10/2015,CAMINH�O DA SORTE EM MANAUS-AM,1700000,3,525,18024,280524,1258389,3,6,7,8,10,11,13,14,15,16,17,18,20,23,25
1274,21/10/2015,CAMINH�O DA SORTE EM MANAUS-AM,4500000,0,323,13275,185789,985133,1,3,7,8,10,11,12,13,14,15,18,19,20,22,25
1273,19/10/2015,AUDIT�RIO 512 NORTE EM BRAS�LIA-DF,1700000,2,404,14558,182126,916304,1,3,5,6,8,11,12,13,14,15,18,19,20,22,24
1272,16/10/2015,CAMINH�O DA SORTE EM MAIRINQUE-SP,1700000,2,440,16416,190731,1001427,1,4,7,9,10,14,15,17,18,19,20,21,23,24,25
1271,14/10/2015,CAMINH�O DA SORTE EM MAIRINQUE-SP,1700000,4,439,12582,142019,728852,1,2,4,6,8,9,11,12,13,14,17,18,23,24,25
1270,13/10/2015,CAMINH�O DA SORTE EM MAIRINQUE-SP,1000000,1,459,18700,205601,869796,1,2,3,4,5,6,8,9,10,11,13,20,21,23,25
1269,09/10/2015,CAMINH�O DA SORTE EM IPOR�-PR,1700000,1,469,15880,176812,969283,1,4,5,7,8,11,13,14,16,17,18,20,21,22,23
1268,07/10/2015,AUDITORIO EM BRASILIA-DF,1700000,7,621,24660,187595,985666,1,2,3,6,7,8,11,12,13,15,17,18,21,22,24
1267,05/10/2015,CAMINH�O DA SORTE EM IPOR�-PR,1700000,2,533,19030,208706,1064610,2,3,5,6,7,9,11,12,13,15,16,17,18,22,25
1266,02/10/2015,CAMINH�O DA SORTE EM VI�OSA-MG,1700000,2,454,16170,238824,1116837,1,2,3,5,6,8,9,10,11,13,14,15,20,23,24
1265,30/09/2015,CAMINH�O DA SORTE EM VI�OSA-MG,1700000,1,297,11910,184095,959356,1,2,3,4,7,11,13,14,15,16,19,22,23,24,25
1264,28/09/2015,CAMINH�O DA SORTE EM VI�OSA-MG,1700000,3,378,12578,162749,924533,1,4,5,8,10,11,12,14,17,18,21,22,23,24,25
1263,25/09/2015,CAMINH�O DA SORTE EM ITAOCARA-RJ,1700000,5,643,17315,194684,1073068,3,4,5,8,9,10,11,12,13,16,18,20,22,23,25
1262,23/09/2015,CAMINH�O DA SORTE EM ITAOCARA-RJ,1700000,2,337,12770,157691,842398,1,3,4,6,8,11,12,13,16,17,20,21,22,23,24
1261,21/09/2015,CAMINH�O DA SORTE EM ITAOCARA-RJ,1700000,1,272,11056,151109,891056,1,4,5,7,10,12,15,16,17,18,19,20,21,22,25
1260,18/09/2015,CAMINH�O DA SORTE EM PITANGUI-MG,1700000,3,334,13269,183007,1004074,1,2,3,4,5,6,7,11,14,15,17,18,20,22,24
1259,16/09/2015,CAMINH�O DA SORTE EM PITANGUI-MG,1700000,2,363,15235,201614,1088500,2,5,8,9,10,13,14,16,17,18,19,20,22,23,25
1258,14/09/2015,CAMINH�O DA SORTE EM PITANGUI-MG,1700000,3,386,16797,209024,1186826,2,3,4,5,6,8,9,10,12,13,14,20,21,23,25
1257,11/09/2015,CAMINH�O DA SORTE EM JUIZ DE FORA-MG,1700000,4,634,21929,273385,1328846,1,2,5,6,8,10,11,12,13,14,16,19,20,22,25
1256,09/09/2015,CAMINH�O DA SORTE EM JUIZ DE FORA-MG,4000000,0,223,8037,105232,618173,1,2,6,8,10,11,12,13,14,15,16,18,19,22,23
1255,08/09/2015,EST�DIO DE TV EM OSASCO-SP,2000000,51,9354,222527,2225323,10900909,1,2,4,6,7,9,10,13,14,16,18,20,21,23,25
1254,28/08/2015,CAMINH�O DA SORTE EM ALTO RIO NOVO-ES,85000000,3,367,14308,182896,1053314,2,3,8,9,11,12,14,15,16,17,18,20,21,22,23
1253,26/08/2015,CAMINH�O DA SORTE EM ALTO RIO NOVO-ES,4500000,0,253,12239,164580,894846,1,2,3,5,6,7,11,15,16,18,20,22,23,24,25
1252,24/08/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,375,11175,152089,929122,1,3,4,5,6,8,9,10,11,12,15,20,21,23,24
1251,21/08/2015,CAMINH�O DA SORTE EM COLATINA-ES,1700000,1,224,9577,141185,837669,2,6,7,8,9,10,14,15,16,17,19,20,21,23,25
1250,19/08/2015,CAMINH�O DA SORTE EM COLATINA-ES,1700000,3,510,19444,209582,1002547,2,3,4,5,7,9,10,14,15,17,18,19,20,24,25
1249,17/08/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,472,16553,199064,989845,3,4,5,6,9,12,13,14,15,18,19,20,22,24,25
1248,14/08/2015,CAMINH�O DA SORTE EM ARACRUZ-ES,1700000,1,455,20424,220776,1070198,1,3,5,10,11,12,13,15,16,17,19,20,22,24,25
1247,12/08/2015,CAMINH�O DA SORTE EM ARACRUZ-ES,1700000,1,382,12027,162180,984772,2,3,7,8,9,11,15,16,17,18,19,20,23,24,25
1246,10/08/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,427,19415,242849,1302608,1,4,7,8,9,10,12,13,16,17,18,19,22,24,25
1245,07/08/2015,EST�DIO DE TV EM OSASCO-SP,4500000,0,294,11311,161088,926795,2,3,4,5,6,8,9,11,15,16,17,18,19,21,25
1244,05/08/2015,CAMINH�O DA SORTE EM BOM JESUS DA LAPA-BA,1700000,37,5503,61942,299525,1066597,1,3,5,7,9,10,11,12,13,16,17,19,21,23,25
1243,03/08/2015,EST�DIO DE TV. EM OSASCO-SP,1700000,2,527,18709,237141,1277542,1,2,4,5,6,8,12,13,14,15,16,17,22,24,25
1242,31/07/2015,EST�DIO DE TV EM OSASCO-SP,4500000,0,347,11868,156146,883027,1,2,4,5,7,11,14,15,16,19,20,21,23,24,25
1241,29/07/2015,CAMINH�O DA SORTE EM IPANEMA-MG,1700000,1,432,18042,177847,916606,1,4,5,8,9,10,11,12,13,15,17,20,22,24,25
1240,27/07/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,348,12563,167553,897961,1,2,3,4,5,6,9,12,13,16,18,19,20,22,24
1239,24/07/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,395,15556,190547,892606,5,6,8,9,10,11,12,13,14,15,16,18,20,22,24
1238,22/07/2015,CAMINH�O DA SORTE EM LONTRAS-SC,1700000,2,464,15927,200742,982100,2,3,5,7,8,9,11,13,14,15,16,17,18,21,25
1237,20/07/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,279,10894,158272,930832,3,5,6,7,8,9,10,12,13,14,18,21,22,24,25
1236,17/07/2015,EST�DIO DE TV EM OSASCO-SP,1700000,9,783,27094,274509,1148788,1,2,3,5,6,7,9,10,11,12,13,17,19,23,25
1235,15/07/2015,CAMINH�O DA SORTE EM S�O JOS� DOS PINHAIS-PR,1700000,1,383,14044,181557,955029,1,2,3,4,6,9,10,11,12,13,15,17,18,20,24
1234,13/07/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,241,9362,126274,811077,1,2,5,8,9,10,14,16,17,18,19,20,21,24,25
1233,10/07/2015,CAMINH�O DA SORTE EM IPAMERI-GO,1700000,3,336,11052,143522,849020,1,4,5,9,10,13,14,15,16,17,18,19,22,23,25
1232,08/07/2015,CAMINH�O DA SORTE EM IPAMERI-GO,1700000,1,547,16521,192970,1001460,2,3,5,6,9,10,13,14,15,16,19,21,23,24,25
1231,06/07/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,634,17632,191333,982907,1,3,4,5,7,8,12,13,15,16,18,20,21,22,25
1230,03/07/2015,CAMINH�O DA SORTE EM GAR�A-SP,1700000,1,404,14404,185410,1012230,1,2,3,5,6,7,8,10,11,12,13,17,18,19,21
1229,01/07/2015,CAMINH�O DA SORTE EM GAR�A-SP,1700000,4,478,14740,178924,940954,1,2,3,5,6,7,8,13,14,17,19,20,22,24,25
1228,29/06/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,388,15319,176317,943283,1,2,3,4,6,7,9,10,12,13,17,20,22,23,24
1227,26/06/2015,CAMINH�O DA SORTE EM PIRAPOZINHO-SP,1700000,2,319,12279,163631,893202,1,2,7,8,9,10,11,12,13,14,17,19,21,22,25
1226,24/06/2015,CAMINH�O DA SORTE EM PIRAPOZINHO-SP,1700000,3,645,17883,183335,851407,1,3,5,7,8,10,11,14,15,17,19,21,22,23,24
1225,22/06/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,693,22558,235272,1141021,2,3,5,7,11,13,14,15,17,18,20,21,23,24,25
1224,19/06/2015,CAMINH�O DA SORTE EM S�O MANUEL-SP,1700000,4,486,11599,147382,845017,1,2,4,5,6,8,9,11,12,14,15,16,17,18,19
1223,17/06/2015,CAMINH�O DA SORTE EM S�O MANUEL-SP,1700000,1,247,10152,146636,871691,2,6,7,8,9,10,13,14,16,17,18,20,21,22,23
1222,15/06/2015,EST�DIO DE TV. EM OSASCO-SP,1700000,5,523,18306,207989,1062637,1,2,3,4,5,8,9,10,11,13,15,17,20,22,24
1221,12/06/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,565,17566,198564,1024426,2,3,4,6,9,10,12,14,15,18,19,21,22,23,24
1220,10/06/2015,CAMINH�O DA SORTE EM ITABAIANA-SE,1700000,4,473,20133,266061,1364338,2,3,4,5,6,7,9,13,14,17,18,19,20,23,25
1219,08/06/2015,EST�DIO DE TV EM OSASCO-SP,4500000,0,238,12527,159601,918817,2,3,4,5,6,8,9,10,14,16,19,20,22,23,25
1218,05/06/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,621,24018,187786,928005,1,2,3,4,5,7,9,10,11,13,14,18,20,21,23
1217,03/06/2015,CAMINH�O DA SORTE EM PIQUEROBI-SP,1700000,1,255,11493,158349,951456,1,3,6,7,8,9,10,11,12,13,17,19,20,24,25
1216,01/06/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,427,15077,183099,976241,1,2,3,7,10,12,14,15,17,18,20,21,22,23,24
1215,29/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,395,13594,192678,932594,3,7,9,11,12,13,14,15,16,17,18,20,21,22,24
1214,27/05/2015,CAMINH�O DA SORTE EM JAPERI-RJ,1700000,2,475,15762,189378,989378,1,2,3,4,5,7,8,9,13,14,18,19,20,21,23
1213,25/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,6,296,14256,195972,1017995,2,3,5,6,7,8,9,10,14,17,18,20,23,24,25
1212,22/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,4,372,16205,165259,1050365,1,2,3,5,6,7,8,9,10,15,16,17,18,20,24
1211,20/05/2015,CAMINH�O DA SORTE EM IPOR�-GO,1700000,2,456,17973,219018,1209692,1,2,3,5,7,10,11,12,13,15,16,17,20,23,24
1210,18/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,13,3318,28040,262558,1310830,1,2,4,8,10,11,13,15,16,18,19,20,21,22,25
1209,15/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,435,16677,224890,1262525,3,4,5,7,8,9,10,11,14,15,16,18,19,20,24
1208,13/05/2015,CAMINH�O DA SORTE EM GOVERNADOR LINDENBERG-ES,1700000,1,501,17461,224909,1247198,1,2,3,4,5,10,11,14,15,18,19,20,22,24,25
1207,11/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,499,19145,234741,1288012,1,3,4,7,9,10,11,12,13,14,15,18,19,21,24
1206,08/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,7,706,22936,294203,1452786,1,3,5,7,10,11,13,14,15,18,21,22,23,24,25
1205,06/05/2015,CAMINH�O DA SORTE EM APARECIDA DE GOI�NIA-GO,1700000,2,841,22569,231468,1163523,1,3,6,8,9,11,12,14,17,18,20,21,22,24,25
1204,04/05/2015,EST�DIO DE TV EM OSASCO-SP,1700000,8,658,17103,191301,1011166,1,2,5,7,8,9,12,13,15,16,19,20,21,22,23
1203,02/05/2015,CAMINH�O DA SORTE EM REGISTRO-SP,1500000,4,351,23666,164273,962740,1,2,3,5,6,11,12,13,14,15,17,22,23,24,25
1202,29/04/2015,CAMINH�O DA SORTE EM REGISTRO-SP,1700000,5,430,17761,226483,1210941,2,3,4,8,10,13,14,16,17,18,19,20,23,24,25
1201,27/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,406,14855,200625,1107123,5,6,9,10,11,14,16,18,19,20,21,22,23,24,25
1200,24/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,350,14640,195461,1175668,3,4,5,6,7,8,10,11,12,14,15,16,22,24,25
1199,22/04/2015,CAMINH�O DA SORTE EM ITANHAEM-SP,1700000,2,521,11269,152319,892622,1,2,3,4,5,6,10,14,15,16,19,21,22,24,25
1198,20/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,438,17570,227127,1151587,1,3,4,6,7,9,10,11,15,17,20,21,22,23,25
1197,17/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,387,14561,203302,1124707,1,4,5,6,7,8,11,13,14,16,17,18,20,24,25
1196,15/04/2015,CAMINH�O DA SORTE EM MAR�LIA-SP,1700000,3,354,15957,176143,1056763,1,2,4,6,7,8,9,11,12,16,17,18,19,20,23
1195,13/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,348,14838,198939,1148531,1,5,6,9,10,11,12,14,15,17,18,19,20,22,25
1194,10/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,522,21582,260475,1318828,2,4,8,9,10,12,15,16,17,18,19,22,23,24,25
1193,08/04/2015,CAMINH�O DA SORTE EM S�O LOUREN�O DO SUL-RS,1700000,1,616,21309,262626,1256782,1,4,7,8,9,10,13,14,15,18,19,20,22,23,25
1192,06/04/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,321,12037,159639,924064,1,2,3,4,5,6,9,11,12,13,15,16,19,20,21
1191,04/04/2015,CAMINH�O DA SORTE EM CABRE�VA-SP,1700000,1,411,15298,183368,938082,1,2,3,5,7,10,12,13,14,16,17,18,22,24,25
1190,01/04/2015,CAMINH�O DA SORTE EM CABRE�VA-SP,1700000,1,475,15338,184727,1058979,2,3,4,6,9,10,11,14,15,16,17,21,22,23,25
1189,30/03/2015,EST�DIO DE TV EM OSASCO-SP,1700000,6,479,17172,226268,1251233,3,4,5,8,9,12,13,14,15,17,18,19,20,21,25
1188,27/03/2015,ESTUDIO DE TV EM OSASCO-SP,1700000,4,1810,37375,282671,1281067,1,2,4,5,6,8,10,12,13,14,18,20,22,23,24
1187,25/03/2015,CAMINH�O DA SORTE EM PIRAJU�-SP,1700000,9,899,21820,228077,1163799,1,2,4,7,8,10,11,12,14,16,19,21,22,23,25
1186,23/03/2015,ESTUDIO DE TV EM OSASCO-SP,1700000,4,525,18439,215732,1171676,1,2,4,5,6,9,11,14,15,16,18,20,22,23,24
1185,20/03/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,602,22422,251471,1332381,3,5,6,7,9,13,14,16,18,19,21,22,23,24,25
1184,18/03/2015,CAMINH�O DA SORTE EM BARRA BONITA-SP,1700000,1,358,14636,196640,1121789,2,4,6,7,10,11,12,14,16,17,18,19,20,21,25
1183,16/03/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,699,20572,245877,1289743,1,3,4,9,11,13,14,15,16,18,19,20,22,24,25
1182,13/03/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,646,17244,241549,1308110,3,6,7,8,10,12,13,16,18,19,20,21,22,24,25
1181,11/03/2015,CAMINH�O DA SORTE EM ROSEIRA-SP,1700000,3,541,19932,283733,1694528,3,4,5,6,7,8,9,11,13,14,20,21,22,23,24
1180,09/03/2015,EST�DIO DE TV EM OSASCO-SP,5000000,0,299,13637,185213,1223802,1,2,6,7,8,9,10,11,13,14,15,19,20,22,23
1179,06/03/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,496,22763,271836,1490266,1,2,3,5,6,7,8,9,13,15,18,19,20,21,25
1178,04/03/2015,CAMINH�O DA SORTE EM CANELINHA-SC,1700000,3,326,15255,206292,1222447,1,4,7,8,9,11,12,16,17,18,19,20,21,23,24
1177,02/03/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,587,19019,221344,1197839,2,3,5,6,8,9,10,11,12,16,17,20,22,23,25
1176,27/02/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,698,25478,279317,1403735,2,3,5,7,10,11,12,13,15,16,18,19,20,23,25
1175,25/02/2015,CAMINH�O DA SORTE EM IBIRUB�-RS,1700000,1,512,19620,247783,1296485,1,3,4,8,10,12,13,14,15,19,20,21,23,24,25
1174,23/02/2015,EST�DIO DE TV EM OSASCO-SP,1700000,7,811,28183,303396,1514567,1,2,3,5,6,8,9,10,11,13,15,17,18,19,23
1173,20/02/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,413,17120,221866,1181935,1,2,4,5,7,8,9,11,14,16,18,19,20,21,22
1172,18/02/2015,CAMINH�O DA SORTE EM FLORES DA CUNHA-RS,1700000,1,705,14069,198218,1099818,2,6,8,9,10,11,12,13,14,16,19,20,23,24,25
1171,13/02/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,355,13902,224453,1173519,1,7,8,11,12,13,14,15,16,17,18,20,21,22,23
1170,11/02/2015,CAMINH�O DA SORTE EM PORTO SEGURO-BA,1700000,3,634,20663,233917,1240784,1,2,4,7,8,10,13,15,16,18,19,20,21,22,25
1169,09/02/2015,CAMINH�O DA SORTE EM PORTO SEGURO-BA,1700000,4,699,21979,258006,1351133,2,3,4,7,8,9,12,15,16,17,18,21,22,24,25
1168,06/02/2015,EST�DIO DE TV. EM OSASCO-SP,1700000,5,595,22091,291652,1460421,1,3,4,5,7,8,9,10,11,13,16,19,23,24,25
1167,04/02/2015,CAMINH�O DA SORTE EM VALEN�A-BA,1700000,4,640,20502,232789,1234202,1,2,4,5,7,8,9,11,12,14,15,16,18,21,23
1166,02/02/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,686,22016,246471,1245506,2,4,5,6,9,10,12,14,15,17,18,19,20,21,24
1165,30/01/2015,EST�DIO DE TV EM OSASCO-SP,1700000,2,589,20036,251573,1397441,1,2,3,5,8,9,10,12,15,17,18,19,21,22,25
1164,28/01/2015,CAMINH�O DA SORTE EM RIO DAS OSTRAS-RJ,1700000,7,713,24177,291098,1433864,3,4,5,8,10,11,13,15,17,20,21,22,23,24,25
1163,26/01/2015,EST�DIO DE TV EM OSASCO-SP,1700000,1,576,20836,242672,1236105,2,6,7,9,11,12,13,14,16,17,19,20,21,23,24
1162,23/01/2015,EST�DIO DE TV EM OSASCO-SP,1700000,11,1440,40577,363592,1479490,1,3,4,7,9,11,13,15,18,19,20,21,23,24,25
1161,21/01/2015,CAMINH�O DA SORTE EM GURUPI-TO,1700000,5,1035,26534,280113,1247330,1,2,4,5,6,8,10,11,15,17,18,19,22,24,25
1160,19/01/2015,CAMINH�O DA SORTE EM GURUPI-TO,1700000,3,424,16434,222231,1185333,2,4,5,6,7,8,10,11,15,16,17,18,21,22,25
1159,16/01/2015,EST�DIO DE TV EM OSASCO-SP,1700000,3,562,22730,231018,1275540,1,2,3,4,6,8,9,14,15,16,17,22,23,24,25
1158,14/01/2015,CAMINH�O DA SORTE EM ARAGUA�NA-TO,1700000,9,724,24208,270149,1353881,2,3,5,7,10,13,14,15,16,17,19,20,22,24,25
1157,12/01/2015,EST�DIO DE TV EM OSASCO-SP,1700000,6,937,30766,346838,1789798,2,4,5,6,7,8,11,12,13,15,16,18,21,22,24
1156,09/01/2015,EST�DIO DE TV EM OSASCO-SP,3500000,0,420,16951,252050,1362970,1,3,4,6,7,11,12,13,14,15,17,21,22,24,25
1155,07/01/2015,CAMINH�O DA SORTE EM SANTA F� DO SUL-SP,1700000,8,1349,37110,378572,1808028,1,2,3,4,8,9,12,13,15,16,18,19,22,24,25
1154,05/01/2015,EST�DIO DE TV EM OSASCO-SP,3500000,0,702,31672,294190,1344456,1,3,4,5,10,11,13,15,16,17,19,21,23,24,25
1153,02/01/2015,EST�DIO DE TV EM OSASCO-SP,1500000,3,522,15414,174490,910818,1,2,3,5,6,8,9,12,13,15,18,19,20,24,25
1152,31/12/2014,CAMINH�O DA SORTE EM POSSE-GO,1500000,2,259,9757,135337,836435,3,4,5,7,8,9,10,12,16,18,19,20,21,22,25
1151,29/12/2014,ESTUDIO DE TV EM OSASCO-SP,1500000,4,460,17742,209598,1093353,1,3,7,9,10,11,12,14,15,16,20,21,22,24,25
1150,26/12/2014,EST�DIO DE TV EM OSASCO-SP,1700000,2,482,16197,195615,1064448,5,7,8,9,11,12,13,14,15,17,18,20,22,23,24
1149,24/12/2014,CAMINH�O DA SORTE EM IGUATU-CE,1500000,2,429,14289,186969,984735,1,2,3,6,7,8,10,12,15,17,18,19,21,22,23
1148,22/12/2014,EST�DIO DE TV. EM OSASCO-SP,1700000,2,322,12633,187656,1130100,1,3,4,5,6,9,10,13,14,16,17,18,19,20,24
1147,19/12/2014,EST�DIO DE TV EM OSASCO-SP,1700000,1,301,12821,190465,1092199,1,6,7,8,9,11,12,14,15,16,18,19,20,22,25
1146,17/12/2014,CAMINH�O DA SORTE EM S�O JO�O DO PIAU�-PI,1700000,4,651,23815,279365,1411948,2,3,4,5,7,11,13,15,17,18,19,21,22,24,25
1145,15/12/2014,EST�DIO DE TV EM OSASCO-SP,1700000,6,746,37952,252358,1308997,3,4,5,6,8,9,11,13,14,15,16,17,18,23,24
1144,12/12/2014,EST�DIO DE TV EM OSASCO-SP,1700000,6,1236,29640,315854,1451025,2,3,4,6,7,8,10,13,14,17,18,19,23,24,25
1143,10/12/2014,CAMINH�O DA SORTE EM CRATE�S-CE,1700000,4,571,18883,239090,1289297,1,3,4,6,10,11,12,13,14,16,17,18,23,24,25
1142,08/12/2014,EST�DIO DE TV EM OSASCO-SP,1700000,2,836,23198,256342,1263713,2,4,7,8,9,10,12,13,15,16,19,20,22,23,24
1141,05/12/2014,EST�DIO DE TV. EM OSASCO-SP,1700000,4,592,23206,314532,1920172,5,6,9,10,11,12,13,15,16,17,18,22,23,24,25
1140,03/12/2014,CAMINH�O DA SORTE EM BARREIRINHAS-MA,5000000,0,386,15516,209836,1298920,3,4,5,6,7,8,10,15,18,19,20,21,23,24,25
1139,01/12/2014,EST�DIO DE TV EM OSASCO-SP,1700000,1,303,12072,181076,1177788,1,2,3,6,11,13,14,15,16,17,18,19,21,22,25
1138,28/11/2014,EST�DIO DE TV EM OSASCO-SP,1700000,4,1076,31382,310119,1257078,1,2,3,5,6,7,10,11,13,15,16,18,20,21,22
1137,26/11/2014,CAMINH�O DA SORTE EM JA�-SP,1700000,2,560,19417,232427,1200513,2,4,5,7,8,9,10,11,12,15,19,20,21,23,25
1136,24/11/2014,EST�DIO DE TV EM OSASCO-SP,1700000,4,504,17203,213223,1189269,1,2,5,6,7,9,10,11,15,17,18,19,21,22,24
1135,21/11/2014,EST�DIO DE TV EM OSASCO-SP,1700000,4,539,17046,211764,1140612,3,4,5,8,9,10,12,15,16,17,18,19,23,24,25
1134,19/11/2014,CAMINH�O DA SORTE EM MACATUBA-SP,1700000,5,554,20193,253694,1279332,1,2,4,8,10,11,12,13,14,15,17,18,20,23,25
1133,17/11/2014,EST�DIO DE TV EM OSASCO-SP,1700000,2,453,22944,210142,1105535,2,4,5,6,7,8,9,10,12,13,14,16,18,24,25
1132,14/11/2014,CAMINH�O DA SORTE EM REALEZA-PR,1700000,2,402,16714,248052,1289600,1,2,6,7,8,9,11,12,13,14,17,21,22,23,24
1131,12/11/2014,CAMINH�O DA SORTE EM REALEZA-PR,1700000,2,2117,16081,214646,1236658,2,3,4,6,12,14,15,16,17,19,20,21,22,24,25
1130,10/11/2014,EST�DIO DE TV. EM OSASCO-SP,1700000,3,605,20445,244226,1265877,1,2,5,8,10,11,12,13,14,15,17,20,22,24,25
1129,07/11/2014,EST�DIO DE TV EM OSASCO-SP,1700000,5,787,25979,292972,1269964,2,3,4,5,7,8,12,13,16,17,18,19,21,22,23
1128,05/11/2014,CAMINH�O DA SORTE EM SOROCABA-SP,1700000,1,454,16553,193920,1097782,1,2,3,4,6,7,10,11,12,14,16,17,20,24,25
1127,03/11/2014,EST�DIO DE TV EM OSASCO-SP,1700000,1,676,19989,232294,1174606,1,3,4,6,8,9,11,13,14,15,16,17,22,23,24
1126,31/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,2,605,21231,250946,1291504,3,5,6,7,8,12,13,16,17,18,19,22,23,24,25
1125,29/10/2014,CAMINH�O DA SORTE EM JUNDIA�-SP,1700000,3,433,15578,200219,1104391,1,3,4,6,9,11,12,13,15,16,17,18,21,22,25
1124,27/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,3,633,21008,237375,1251168,1,3,4,5,6,8,10,12,13,15,19,21,22,24,25
1123,24/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,7,1268,26968,251413,1211834,2,4,6,7,8,10,11,13,15,16,17,19,22,23,24
1122,22/10/2014,CAMINH�O DA SORTE EM NOVA VEN�CIA-ES,1700000,4,507,19267,242287,1252543,2,3,7,10,11,12,13,14,16,19,20,21,23,24,25
1121,20/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,3,692,18930,210069,1150063,1,2,4,5,6,8,9,11,12,17,18,20,22,23,25
1120,17/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,2,557,22063,255913,1334951,2,4,5,6,8,9,10,12,13,14,16,17,18,19,24
1119,15/10/2014,CAMINH�O DA SORTE EM NATIVIDADE DA SERRA-SP,1700000,6,662,21209,244545,1295689,1,2,3,5,6,7,8,10,12,14,15,17,18,20,23
1118,13/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,7,605,23163,296624,1309570,1,2,5,6,8,10,11,13,14,15,20,21,23,24,25
1117,10/10/2014,EST�DIO DE TV EM OSASCO-SP,1700000,3,602,20503,257019,1432100,1,2,3,5,7,8,11,12,13,14,15,16,19,21,23
1116,08/10/2014,CAMINH�O DA SORTE EM CONSELHEIRO PENA-MG,1700000,4,658,21399,260290,1291171,1,2,3,4,5,6,9,12,15,17,18,21,22,24,25
